Timestamp,DateTime,MQ2,MQ3,MQ4,MQ135,MQ6,MQ7,MQ8,MQ9
1760759922.151446,2025-10-18 10:58:42,0.05079999938607216,0.05490000173449516,0.031700000166893005,0.0421999990940094,0.05469999834895134,0.05299999937415123,0.053700000047683716,0.053700000047683716
